月份,項目,金額,數量,比率,來源,單位,客戶,耗時分鐘
2026/06/06,後段,7.28,129,36.94,正常登錄,品保,力鋼,105
2026/06/10,後段,48.75,0,43.39,正常登錄,品保,東昇,182
2026/06/08,後段,86.75,229,45.39,正常登錄,資材,順發,28
2026/07/13,完成,43.13,42,21.61,待確認,資材,大宏,162
2026/07/05,前段,25.19,0,62.86,待確認,資材,力鋼,231
2026/06/10,中段,25.44,61,11.42,正常登錄,資材,力鋼,136
2026/07/05,前段,37.09,166,23.36,待確認,營運,永利,150
2026/07/22,後段,37.86,0,95.44,已回報,製造,捷欣,117
2026/07/01,完成,54.96,0,95.35,正常登錄,資材,永利,211
2026/07/22,前段,10.02,79,16.16,正常登錄,營運,大宏,128
2026/07/13,前段,90.34,226,70.47,正常登錄,品保,東昇,105
2026/07/05,完成,22.52,177,53.61,正常登錄,製造,大宏,197
2026/06/26,前段,68.60,43,38.09,已回報,營運,東昇,212
2026/07/08,前段,65.45,150,64.76,已回報,研發,大宏,195
2026/07/11,中段,34.67,92,38.67,正常登錄,品保,永利,194
2026/06/08,中段,59.06,139,73.21,正常登錄,研發,大宏,231
2026/07/20,前段,97.76,0,29.00,待確認,資材,東昇,151
2026/06/28,中段,0.97,9,86.79,正常登錄,品保,順發,77
2026/06/26,後段,79.68,73,73.48,正常登錄,研發,捷欣,100
2026/07/27,完成,93.19,167,56.78,待確認,製造,力鋼,43
2026/07/01,完成,65.82,129,9.52,待確認,營運,東昇,51
2026/06/20,完成,37.74,34,66.41,正常登錄,製造,捷欣,107
2026/07/20,後段,48.04,105,65.76,待確認,資材,捷欣,156
2026/06/12,中段,68.23,0,11.24,待確認,研發,捷欣,104
2026/07/15,中段,27.21,136,1.33,正常登錄,製造,大宏,92
2026/07/24,後段,14.21,124,82.02,正常登錄,製造,大宏,57
2026/06/05,完成,12.72,42,35.10,正常登錄,研發,順發,80
2026/06/19,後段,64.04,66,92.88,正常登錄,研發,順發,198
2026/06/30,前段,87.06,0,53.20,正常登錄,品保,捷欣,90
2026/07/01,中段,32.61,60,0.62,正常登錄,研發,大宏,39
2026/06/25,前段,94.21,130,58.92,已回報,資材,捷欣,193
2026/07/11,後段,75.27,240,71.08,待確認,營運,力鋼,118
2026/06/15,前段,11.67,0,82.29,正常登錄,研發,力鋼,181
2026/07/16,前段,37.26,24,37.77,正常登錄,資材,大宏,181
2026/06/30,中段,68.72,49,89.81,正常登錄,製造,順發,142
2026/07/08,完成,77.43,213,78.78,正常登錄,品保,永利,153
2026/06/09,前段,16.49,115,43.69,正常登錄,研發,大宏,151
2026/06/03,後段,77.71,94,85.04,正常登錄,製造,大宏,138
2026/06/03,完成,92.94,181,63.93,待確認,營運,捷欣,113
2026/06/29,完成,47.79,21,74.03,正常登錄,製造,力鋼,10
2026/07/25,完成,25.77,239,76.99,正常登錄,製造,永利,7
2026/06/11,後段,55.88,187,38.13,已回報,製造,大宏,212
2026/06/25,後段,47.29,113,86.03,正常登錄,製造,捷欣,223
2026/07/25,完成,91.73,134,2.04,正常登錄,製造,東昇,138
2026/06/19,前段,93.71,0,16.28,正常登錄,品保,東昇,201
2026/06/20,前段,28.28,208,90.83,正常登錄,品保,大宏,99
2026/07/25,完成,67.89,0,60.07,正常登錄,製造,東昇,48
2026/06/08,中段,27.87,0,53.69,待確認,品保,順發,234
2026/06/05,完成,24.14,96,4.37,正常登錄,資材,捷欣,116
2026/07/12,中段,44.81,61,95.64,正常登錄,製造,捷欣,219
2026/06/19,中段,10.39,0,50.60,已回報,品保,大宏,174
2026/07/20,完成,0.65,4,32.69,已回報,營運,永利,74
2026/07/17,中段,4.58,0,80.28,正常登錄,營運,東昇,187
2026/06/14,中段,5.90,37,32.07,正常登錄,研發,東昇,239
2026/07/04,後段,44.67,162,18.57,已回報,資材,永利,81
2026/06/21,中段,27.41,37,83.46,已回報,資材,力鋼,50
2026/06/01,前段,53.49,0,49.28,正常登錄,研發,永利,145
2026/07/21,前段,75.88,132,29.63,正常登錄,資材,順發,117
2026/07/06,後段,46.29,55,20.24,待確認,資材,大宏,146
2026/06/26,後段,1.47,209,60.98,正常登錄,研發,大宏,65
2026/06/06,後段,79.83,212,80.09,待確認,資材,東昇,102
2026/06/05,完成,70.44,234,82.46,正常登錄,研發,捷欣,166
2026/06/16,後段,86.87,0,81.84,正常登錄,研發,大宏,239
2026/07/21,完成,41.26,185,35.68,已回報,營運,東昇,76
2026/07/26,前段,32.91,123,70.38,已回報,研發,東昇,228
2026/06/25,中段,3.79,105,84.19,正常登錄,營運,順發,184
2026/06/30,後段,1.43,73,58.02,待確認,研發,大宏,191
2026/07/26,中段,0.55,2,5.28,正常登錄,營運,力鋼,63
2026/06/09,中段,34.15,177,82.58,正常登錄,製造,大宏,152
2026/07/08,中段,2.59,212,24.31,正常登錄,研發,東昇,155
2026/06/02,完成,43.98,0,67.02,待確認,資材,東昇,201
2026/07/17,中段,23.60,0,91.04,正常登錄,品保,順發,84
2026/06/05,後段,65.23,0,18.34,正常登錄,研發,順發,165
2026/07/09,前段,44.10,0,50.34,已回報,品保,順發,65
2026/06/26,中段,55.26,0,72.66,正常登錄,營運,捷欣,179
2026/07/24,前段,77.63,0,26.03,待確認,營運,力鋼,31
2026/07/06,前段,27.69,0,39.85,已回報,資材,力鋼,131
2026/07/27,完成,71.52,39,17.26,正常登錄,研發,捷欣,211
2026/07/21,完成,56.35,80,93.01,已回報,資材,東昇,62
2026/06/13,後段,54.61,162,91.58,已回報,營運,東昇,139
2026/06/17,前段,38.54,146,25.90,正常登錄,品保,捷欣,137
2026/07/24,中段,71.56,188,49.34,正常登錄,品保,大宏,184
2026/06/29,前段,26.16,86,74.71,待確認,品保,捷欣,179
2026/07/10,完成,68.69,0,34.12,正常登錄,研發,永利,13
2026/06/29,中段,67.03,43,20.44,待確認,品保,永利,34
2026/07/10,後段,25.93,17,38.29,已回報,資材,永利,236
2026/06/09,前段,18.19,98,43.37,正常登錄,研發,順發,77
2026/06/24,前段,37.76,234,90.08,待確認,營運,大宏,5
2026/06/09,前段,13.50,0,44.73,正常登錄,品保,力鋼,218
2026/06/22,後段,42.50,0,30.83,正常登錄,製造,捷欣,208
2026/07/13,後段,33.13,97,61.72,正常登錄,營運,永利,83
2026/06/02,完成,35.52,21,90.91,正常登錄,研發,大宏,183
2026/07/10,前段,26.69,28,21.58,正常登錄,品保,大宏,144
2026/06/01,前段,71.01,75,69.50,正常登錄,營運,力鋼,51
2026/07/09,後段,16.60,146,34.29,待確認,研發,順發,128
2026/07/24,前段,21.88,53,90.42,已回報,營運,力鋼,7
2026/07/26,後段,0.73,2,65.62,已回報,品保,力鋼,218
2026/06/25,完成,45.11,0,79.21,正常登錄,品保,永利,105
2026/06/02,後段,17.49,104,65.51,正常登錄,資材,力鋼,140
2026/06/01,後段,3.64,92,91.00,已回報,製造,永利,233
2026/07/11,前段,57.60,109,5.09,正常登錄,資材,力鋼,195
2026/07/22,後段,26.12,122,39.63,待確認,研發,大宏,19
2026/07/10,完成,47.34,51,62.47,正常登錄,資材,順發,22
2026/07/18,前段,65.30,16,81.46,待確認,營運,永利,122
2026/06/30,後段,0.94,8,23.59,待確認,營運,順發,209
2026/06/30,完成,68.37,175,61.60,正常登錄,資材,順發,210
2026/06/06,後段,23.08,90,40.01,正常登錄,資材,捷欣,230
2026/07/11,完成,30.56,0,68.68,待確認,品保,東昇,134
2026/07/17,前段,20.47,0,77.15,正常登錄,製造,大宏,185
2026/06/15,後段,26.79,0,24.70,已回報,製造,永利,114
2026/06/19,後段,61.74,212,5.25,待確認,營運,捷欣,233
2026/06/10,前段,18.50,0,31.97,正常登錄,製造,東昇,132
2026/07/02,完成,39.94,0,47.70,待確認,研發,捷欣,215
2026/07/06,中段,90.08,171,66.91,待確認,品保,大宏,237
2026/06/17,中段,11.45,0,47.00,已回報,研發,力鋼,215
2026/06/23,前段,36.38,0,78.77,正常登錄,資材,力鋼,172
2026/07/10,後段,39.73,62,33.83,正常登錄,研發,大宏,96
2026/06/06,中段,27.67,126,85.67,正常登錄,資材,大宏,189
2026/06/05,完成,14.40,55,45.41,正常登錄,研發,永利,27
2026/06/11,中段,51.72,0,62.37,已回報,營運,捷欣,206
2026/06/10,前段,48.09,0,24.31,正常登錄,資材,捷欣,205
2026/06/02,前段,58.03,193,20.05,正常登錄,研發,力鋼,21
2026/07/25,完成,34.60,218,81.36,正常登錄,資材,東昇,157
2026/06/05,後段,75.22,128,47.11,正常登錄,品保,順發,140
2026/06/28,中段,92.31,106,92.07,待確認,營運,力鋼,119
2026/07/22,中段,18.78,79,22.09,正常登錄,資材,順發,120
2026/06/11,前段,0.82,8,27.05,已回報,資材,東昇,221
2026/06/16,完成,61.11,227,72.21,待確認,營運,順發,206
2026/07/12,完成,17.64,0,17.59,正常登錄,品保,順發,155
2026/06/10,前段,73.56,0,96.20,正常登錄,研發,永利,3
2026/07/18,中段,92.06,196,7.84,正常登錄,營運,永利,42
2026/07/26,中段,50.04,0,69.90,正常登錄,研發,順發,158
2026/07/12,後段,31.40,0,37.31,正常登錄,品保,東昇,214
2026/06/24,中段,80.27,117,17.94,正常登錄,資材,順發,4
2026/06/08,完成,23.08,0,92.39,待確認,品保,順發,210
2026/06/10,完成,7.75,0,59.88,正常登錄,品保,力鋼,132
2026/07/07,前段,61.18,212,84.42,正常登錄,製造,大宏,98
2026/07/12,完成,71.36,67,50.61,已回報,製造,順發,99
2026/07/11,中段,73.26,127,6.26,待確認,品保,捷欣,40
2026/06/26,前段,0.32,0,35.64,正常登錄,研發,順發,112
2026/06/08,中段,69.62,0,23.21,待確認,品保,東昇,16
2026/07/12,後段,88.21,0,22.77,已回報,營運,永利,42
2026/06/13,後段,52.70,130,27.35,正常登錄,製造,大宏,81
2026/06/22,中段,17.48,0,62.35,已回報,資材,大宏,193
2026/06/26,完成,60.44,0,59.81,正常登錄,資材,順發,79
2026/06/17,完成,26.67,189,87.85,已回報,營運,順發,67
2026/06/13,中段,58.21,20,28.88,正常登錄,營運,永利,15
2026/07/03,完成,86.21,179,15.08,正常登錄,製造,捷欣,223
2026/06/05,完成,45.39,136,74.48,正常登錄,營運,順發,18
2026/06/17,完成,63.62,0,74.45,正常登錄,製造,東昇,172
2026/07/19,後段,89.13,0,46.82,正常登錄,製造,捷欣,154
2026/06/11,後段,90.11,54,53.82,正常登錄,品保,捷欣,91
2026/06/07,前段,10.12,65,17.59,待確認,品保,東昇,213
2026/06/25,前段,29.65,135,43.23,正常登錄,資材,捷欣,87
2026/07/16,中段,40.49,0,80.14,正常登錄,營運,大宏,161
2026/06/28,完成,17.41,86,52.66,正常登錄,研發,捷欣,238
2026/07/07,完成,85.71,230,69.36,正常登錄,製造,永利,149
2026/07/23,後段,89.45,116,1.28,正常登錄,研發,大宏,210
2026/07/18,完成,40.58,150,31.25,正常登錄,製造,捷欣,232
2026/06/13,中段,14.94,61,89.51,正常登錄,品保,順發,113
2026/06/08,後段,12.47,0,89.72,正常登錄,資材,力鋼,51
2026/06/08,後段,41.28,0,56.94,已回報,研發,永利,8
2026/06/02,完成,2.58,7,37.87,正常登錄,研發,捷欣,82
2026/07/27,前段,18.68,0,32.22,正常登錄,品保,捷欣,141
2026/07/17,後段,6.48,53,84.69,正常登錄,營運,力鋼,112
2026/07/28,前段,54.04,0,18.15,正常登錄,研發,順發,228
2026/07/29,前段,18.30,18,11.53,正常登錄,研發,力鋼,38
2026/07/08,後段,50.38,0,96.82,正常登錄,品保,永利,16
2026/07/12,前段,51.83,126,35.67,正常登錄,製造,東昇,229
2026/06/20,完成,16.49,22,4.38,正常登錄,製造,力鋼,76
2026/07/03,後段,66.32,0,92.30,待確認,製造,永利,181
2026/06/18,後段,79.10,85,50.28,正常登錄,營運,力鋼,37
2026/07/26,中段,10.72,54,31.00,待確認,研發,順發,68
2026/07/17,完成,23.25,98,75.59,待確認,資材,力鋼,125
2026/06/08,中段,90.12,0,39.93,正常登錄,製造,力鋼,77
2026/07/01,完成,25.24,201,46.99,待確認,製造,順發,142
2026/06/12,完成,64.75,0,23.93,正常登錄,資材,捷欣,82
2026/06/16,前段,17.00,158,42.71,正常登錄,製造,東昇,106
2026/06/24,完成,40.83,233,71.76,正常登錄,營運,大宏,165
2026/06/04,中段,10.10,217,51.24,待確認,品保,大宏,20
2026/06/19,前段,22.09,41,40.56,已回報,製造,力鋼,48
2026/06/12,中段,48.96,27,6.81,已回報,研發,捷欣,222
2026/06/11,中段,69.44,222,90.76,已回報,營運,永利,95
2026/06/06,中段,49.03,149,58.64,已回報,製造,力鋼,83
2026/06/12,前段,33.85,55,19.72,正常登錄,品保,力鋼,142
2026/07/02,中段,73.92,192,79.48,正常登錄,研發,順發,46
2026/07/21,中段,24.22,62,86.17,待確認,資材,力鋼,98
2026/06/13,前段,76.06,168,3.47,正常登錄,資材,順發,2
2026/06/29,後段,2.46,0,68.61,正常登錄,資材,捷欣,142
2026/07/17,完成,45.63,33,58.90,正常登錄,研發,捷欣,138
2026/07/20,中段,65.00,69,25.59,正常登錄,資材,捷欣,41
2026/06/21,完成,8952.00,0,49.71,正常登錄,品保,捷欣,165
2026/07/10,完成,24.92,101,17.49,正常登錄,品保,大宏,99
2026/07/14,後段,34.21,96,70.61,正常登錄,製造,大宏,33
2026/07/26,前段,89.87,66,28.66,正常登錄,營運,東昇,6
2026/07/13,完成,14.72,184,16.66,正常登錄,品保,順發,223
2026/06/18,前段,94.31,165,51.59,正常登錄,研發,永利,93
2026/06/18,中段,36.80,40,21.77,已回報,研發,捷欣,12
2026/06/21,前段,15.21,236,9.04,正常登錄,資材,東昇,35
2026/06/16,中段,0.98,8,82.54,正常登錄,資材,力鋼,145
2026/07/05,完成,15.90,231,7.04,已回報,研發,順發,94
2026/07/07,中段,4.51,0,3.17,已回報,製造,力鋼,54
2026/07/17,後段,77.21,74,40.95,正常登錄,品保,力鋼,23
2026/07/12,完成,65.07,224,38.27,待確認,營運,東昇,151
2026/06/06,後段,62.21,84,33.21,正常登錄,資材,永利,49
2026/06/14,前段,84.49,87,95.18,正常登錄,營運,永利,49
2026/06/08,中段,94.49,0,59.04,正常登錄,資材,力鋼,113
2026/06/25,後段,34.54,0,31.83,待確認,品保,大宏,80
2026/07/15,完成,20.89,0,13.70,正常登錄,營運,永利,68
2026/07/25,中段,14.46,0,81.16,待確認,品保,順發,23
2026/06/05,前段,91.11,163,88.10,正常登錄,資材,捷欣,11
2026/06/23,前段,56.04,40,83.13,正常登錄,品保,捷欣,147
2026/06/01,後段,95.61,0,89.34,正常登錄,營運,順發,25
2026/06/13,後段,94.77,171,74.54,已回報,製造,力鋼,166
2026/07/25,前段,26.96,182,50.92,正常登錄,營運,力鋼,1
2026/07/22,後段,29.14,119,6.21,正常登錄,製造,順發,239
2026/06/02,後段,59.25,27,89.43,正常登錄,研發,順發,71
2026/07/04,中段,32.26,105,71.81,正常登錄,營運,捷欣,201
2026/07/12,完成,69.24,175,90.69,正常登錄,研發,力鋼,165
2026/07/05,完成,77.67,0,8.87,正常登錄,資材,捷欣,76
2026/06/19,完成,43.40,233,19.90,正常登錄,製造,大宏,89
2026/06/09,前段,52.96,161,88.08,正常登錄,品保,力鋼,81
2026/06/18,前段,97.75,0,66.84,待確認,研發,東昇,146
2026/06/02,完成,32.79,18,22.72,待確認,研發,大宏,105
2026/06/24,前段,72.52,151,47.89,正常登錄,營運,東昇,72
2026/07/28,完成,16.95,110,45.39,正常登錄,資材,永利,12
2026/07/29,前段,17.65,179,90.87,正常登錄,資材,捷欣,185
2026/06/08,後段,95.21,0,41.42,正常登錄,製造,大宏,17
2026/06/03,完成,18.22,214,31.44,正常登錄,營運,順發,147
2026/06/07,後段,47.64,155,89.65,正常登錄,品保,東昇,81
2026/06/12,完成,43.56,0,60.75,待確認,資材,永利,41
2026/07/20,完成,30.17,122,40.43,待確認,品保,東昇,70
2026/06/27,完成,84.21,0,52.91,已回報,資材,大宏,130
2026/06/19,後段,2.49,103,75.63,正常登錄,營運,力鋼,234
2026/06/26,中段,11.61,0,52.85,待確認,營運,大宏,193
2026/07/13,完成,68.52,9,55.25,待確認,資材,順發,138
2026/07/02,中段,22.81,6,96.43,待確認,營運,大宏,208
2026/07/17,完成,42.27,136,79.09,待確認,營運,大宏,121
2026/07/18,前段,17.43,13,0.26,正常登錄,製造,東昇,148
2026/06/12,前段,73.91,0,78.38,正常登錄,品保,順發,45
2026/06/29,完成,23.13,145,38.89,正常登錄,研發,順發,40
2026/07/10,完成,87.53,101,26.26,正常登錄,研發,東昇,106
2026/06/26,後段,63.83,120,12.44,正常登錄,資材,力鋼,208
2026/07/24,前段,8.35,0,40.07,待確認,品保,東昇,191
2026/07/02,中段,77.41,9,51.34,待確認,品保,永利,40
2026/07/19,完成,24.07,0,93.86,正常登錄,營運,順發,238
2026/07/28,中段,92.15,133,24.67,正常登錄,品保,永利,75
2026/07/24,後段,28.89,195,2.65,正常登錄,資材,順發,120
2026/07/05,中段,9.13,191,58.60,正常登錄,製造,力鋼,136
2026/07/22,完成,63.08,102,88.82,已回報,製造,捷欣,192
2026/07/18,中段,90.25,191,81.87,正常登錄,研發,東昇,16
2026/06/30,完成,86.40,0,88.16,已回報,資材,東昇,221
2026/07/24,前段,54.20,194,24.89,正常登錄,製造,東昇,212
2026/07/11,前段,10.87,136,95.58,正常登錄,資材,捷欣,225
2026/06/17,前段,85.75,23,35.32,正常登錄,營運,捷欣,109
2026/07/01,後段,20.10,4,43.15,正常登錄,研發,順發,111
2026/06/17,後段,39.42,195,23.76,已回報,資材,捷欣,91
2026/07/29,完成,89.37,0,90.35,正常登錄,製造,捷欣,114
2026/07/04,前段,13.58,17,48.82,待確認,品保,大宏,78
2026/07/10,前段,42.92,0,87.72,正常登錄,資材,大宏,46
2026/07/28,前段,72.11,125,6.16,正常登錄,營運,力鋼,135
2026/06/18,中段,10.68,229,69.32,已回報,研發,力鋼,181
2026/06/11,後段,46.00,0,24.15,正常登錄,營運,大宏,147
2026/06/25,完成,72.24,221,50.51,正常登錄,營運,力鋼,35
2026/06/28,後段,32.16,190,7.26,正常登錄,資材,順發,180
2026/06/21,後段,56.17,21,77.29,已回報,品保,大宏,102
2026/06/10,完成,33.09,119,40.17,已回報,資材,順發,150
2026/07/24,前段,96.11,138,4.92,已回報,營運,順發,111
2026/07/06,後段,65.53,106,90.67,已回報,研發,永利,217
2026/07/13,後段,88.43,0,7.76,已回報,資材,永利,220
2026/06/05,後段,0.90,8,44.68,已回報,資材,順發,179
2026/06/18,完成,59.57,14,31.39,待確認,營運,永利,80
2026/06/08,完成,30.00,24,67.43,正常登錄,品保,東昇,45
2026/07/22,後段,60.63,110,97.32,正常登錄,資材,順發,191
2026/06/12,後段,13.28,215,83.15,待確認,資材,東昇,144
2026/06/19,前段,71.20,0,95.41,待確認,品保,力鋼,20
2026/06/19,中段,64.32,75,18.21,正常登錄,資材,大宏,52
2026/07/02,完成,96.41,227,72.78,正常登錄,品保,順發,186
2026/07/10,後段,77.11,197,69.51,已回報,資材,捷欣,175
2026/07/01,前段,36.29,0,5.42,正常登錄,營運,捷欣,115
2026/06/01,完成,63.04,0,91.15,待確認,品保,力鋼,183
2026/06/11,前段,91.69,69,55.92,正常登錄,品保,力鋼,74
2026/06/07,完成,42.97,49,18.77,正常登錄,製造,捷欣,50
2026/07/13,中段,44.79,33,44.37,正常登錄,品保,力鋼,31
2026/07/02,後段,33.02,177,96.59,正常登錄,研發,力鋼,141
2026/06/30,完成,67.28,76,68.46,正常登錄,品保,東昇,47
2026/06/06,完成,79.13,194,72.06,正常登錄,研發,力鋼,132
2026/06/30,完成,92.01,178,62.17,正常登錄,製造,順發,17
2026/06/18,完成,51.61,140,35.17,正常登錄,資材,永利,28
2026/07/26,完成,20.73,0,52.33,待確認,研發,捷欣,43
2026/06/21,中段,8.15,191,42.37,正常登錄,品保,永利,143
2026/07/07,後段,62.51,235,78.28,正常登錄,營運,永利,12
2026/06/30,前段,43.58,78,0.97,正常登錄,資材,大宏,184
2026/07/30,後段,68.87,93,5.22,已回報,營運,力鋼,121
2026/07/13,後段,93.46,0,15.69,已回報,製造,捷欣,53
2026/06/24,後段,36.22,49,2.37,待確認,營運,大宏,186
2026/07/12,後段,48.14,118,85.24,正常登錄,品保,捷欣,102
2026/06/09,後段,71.18,0,25.38,待確認,研發,大宏,81
2026/06/24,後段,65.91,230,67.26,正常登錄,研發,東昇,53
2026/06/17,完成,29.06,0,39.39,正常登錄,製造,捷欣,214
2026/07/26,前段,33.58,8,76.97,正常登錄,研發,大宏,143
2026/06/10,完成,1.07,0,5.28,待確認,資材,東昇,82
2026/06/09,完成,6.12,163,21.00,正常登錄,營運,東昇,119
2026/07/24,完成,14.53,224,60.49,正常登錄,研發,大宏,143
2026/07/13,完成,35.73,174,85.67,已回報,製造,永利,167
2026/06/18,前段,10.33,135,44.61,正常登錄,營運,東昇,187
2026/07/03,後段,1.21,191,77.14,待確認,營運,力鋼,21
2026/07/21,前段,88.06,201,63.52,正常登錄,資材,順發,171
2026/06/01,前段,58.92,0,66.30,正常登錄,營運,力鋼,167
2026/07/21,完成,27.54,204,63.59,正常登錄,品保,捷欣,67
2026/06/10,後段,46.28,240,35.99,正常登錄,營運,大宏,176
2026/07/04,前段,33.77,0,56.17,正常登錄,研發,力鋼,229
2026/07/27,後段,86.67,201,71.78,已回報,資材,大宏,25
2026/07/28,前段,11.54,0,78.16,正常登錄,製造,順發,72
2026/07/05,前段,11.43,0,49.12,待確認,製造,力鋼,140
2026/06/14,完成,48.80,0,42.02,正常登錄,營運,力鋼,206
2026/07/29,中段,47.91,148,13.88,待確認,研發,永利,109
2026/06/16,前段,69.41,224,50.74,正常登錄,資材,永利,48
2026/07/15,完成,90.78,79,96.33,正常登錄,營運,力鋼,85
2026/06/20,前段,50.65,0,31.70,正常登錄,製造,大宏,11
2026/06/03,前段,56.61,27,79.18,正常登錄,研發,力鋼,108
2026/06/30,後段,55.38,72,4.44,正常登錄,資材,順發,23
2026/06/27,中段,74.03,0,4.03,正常登錄,研發,捷欣,214
2026/06/27,前段,72.37,235,75.48,正常登錄,製造,順發,99
2026/07/18,中段,87.73,0,57.21,待確認,營運,力鋼,219
2026/06/12,中段,91.90,0,28.15,正常登錄,製造,捷欣,32
2026/07/29,中段,1.29,224,33.21,待確認,研發,捷欣,119
2026/07/24,前段,68.89,40,72.14,正常登錄,營運,順發,114
2026/06/30,完成,97.94,141,18.56,已回報,資材,大宏,128
2026/06/28,完成,80.47,60,66.36,正常登錄,營運,永利,140
2026/07/18,前段,79.27,35,59.35,已回報,資材,順發,57
2026/07/22,中段,8.91,0,38.23,正常登錄,資材,捷欣,181
2026/07/18,完成,60.46,114,84.21,正常登錄,品保,力鋼,178
2026/06/20,後段,74.01,86,4.88,已回報,製造,東昇,97
2026/07/17,前段,86.19,93,76.81,正常登錄,研發,東昇,49
2026/07/15,中段,39.60,161,9.85,已回報,品保,大宏,86
2026/06/25,前段,85.42,169,54.78,正常登錄,營運,順發,225
2026/06/19,完成,45.53,235,35.49,待確認,研發,捷欣,179
2026/06/07,中段,5.95,0,51.23,正常登錄,研發,大宏,179
2026/07/02,中段,65.01,149,3.13,正常登錄,資材,永利,10
2026/07/03,中段,4.40,0,34.94,待確認,資材,力鋼,195
2026/07/09,完成,62.49,0,5.35,正常登錄,資材,東昇,134
2026/07/21,前段,82.14,240,91.32,待確認,研發,東昇,75
2026/07/02,後段,17.32,0,78.13,正常登錄,品保,順發,19
2026/06/16,後段,43.63,127,19.45,待確認,營運,順發,37
2026/06/23,中段,36.56,0,89.98,正常登錄,研發,永利,141
2026/06/14,完成,49.15,228,31.89,待確認,資材,順發,173
2026/06/27,中段,85.15,123,93.31,待確認,製造,永利,95
2026/06/16,中段,7.30,101,3.07,待確認,營運,捷欣,49
2026/06/03,完成,34.23,221,59.96,正常登錄,營運,東昇,16
2026/06/29,前段,59.58,230,66.32,正常登錄,製造,東昇,169
2026/06/15,中段,64.34,57,27.61,待確認,製造,大宏,154
2026/07/03,中段,53.44,112,87.15,正常登錄,資材,順發,218
2026/07/22,完成,25.07,146,72.17,正常登錄,品保,力鋼,5
2026/06/12,前段,63.95,140,22.29,已回報,資材,力鋼,214
2026/07/25,前段,31.30,24,72.32,已回報,營運,大宏,53
2026/07/22,後段,54.36,116,21.43,正常登錄,研發,東昇,112
2026/06/05,前段,61.26,0,30.38,已回報,資材,順發,23
2026/06/20,完成,14.62,29,2.05,正常登錄,品保,捷欣,27
2026/06/12,中段,45.44,194,8.83,已回報,研發,大宏,209
2026/06/30,中段,71.26,53,12.81,正常登錄,資材,東昇,34
2026/07/23,中段,26.08,228,39.98,正常登錄,品保,捷欣,25
2026/06/25,完成,24.25,101,80.17,待確認,製造,順發,5
2026/07/25,完成,90.73,204,97.00,已回報,品保,永利,208
2026/07/01,後段,95.60,0,17.91,正常登錄,品保,順發,48
2026/07/26,後段,41.12,0,72.41,已回報,研發,東昇,205
2026/06/01,完成,73.25,0,92.70,正常登錄,營運,力鋼,172
2026/07/30,完成,57.70,177,69.03,正常登錄,品保,順發,219
2026/07/19,後段,27.86,76,92.97,正常登錄,資材,順發,212
